radius,mass,temperature,Discovery_Method,Discovery_Method_Index,features,rawPrediction,probability,prediction
1.42,4.53,979,Transit,0.0,"[1.42,4.53,979.0]","[9.769208119020634,0.22283670807194442,0.002188183807439825,0.005766989099981594]","[0.9769208119020633,0.022283670807194438,0.00021881838074398245,0.0005766989099981593]",0.0
2.91,5.39,800,Transit,0.0,"[2.91,5.39,800.0]","[9.527651218688781,0.45747844623987904,0.008163192345413533,0.006707142725925661]","[0.9527651218688782,0.045747844623987906,0.0008163192345413533,0.0006707142725925661]",0.0
2.93,8.9,538,Transit,0.0,"[2.93,8.9,538.0]","[9.490222810929108,0.4972787960252598,0.008201131697111222,0.004297261348521537]","[0.9490222810929108,0.04972787960252598,0.0008201131697111221,0.0004297261348521537]",0.0
4.977,29.24036,1143,Transit,0.0,"[4.977,29.24036,1143.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
2.401,6.4,1005,Transit,0.0,"[2.401,6.4,1005.0]","[9.848192039285397,0.132264728447001,0.008163192345413533,0.011380039922187342]","[0.9848192039285397,0.0132264728447001,0.0008163192345413533,0.001138003992218734]",0.0
1.425,2.0,2310,Transit,0.0,"[1.425,2.0,2310.0]","[9.855760411455279,0.13628441563729907,0.002188183807439825,0.005766989099981594]","[0.9855760411455279,0.013628441563729906,0.00021881838074398248,0.0005766989099981595]",0.0
2.164,37.3,886,Transit,0.0,"[2.164,37.3,886.0]","[9.548375012065655,0.41130773692839184,0.012858688446039952,0.0274585625599143]","[0.9548375012065655,0.041130773692839184,0.0012858688446039952,0.00274585625599143]",0.0
4.3,122.0,475,Transit,0.0,"[4.3,122.0,475.0]","[9.463267366058528,0.5227186997122657,0.012774776856219045,0.0012391573729863693]","[0.946326736605853,0.05227186997122658,0.0012774776856219047,0.00012391573729863696]",0.0
2.91,1112.39942,440,Transit,0.0,"[2.91,1112.39942,440.0]","[9.570569886248826,0.423387781072224,0.006042332678950426,0.0]","[0.9570569886248826,0.042338778107222405,0.0006042332678950427,0.0]",0.0
13.11,170.032,1102,Transit,0.0,"[13.11,170.032,1102.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
14.68,1102.82,1550,Transit,0.0,"[14.68,1102.82,1550.0]","[9.865554674163507,0.12013064793297594,0.011904796526112196,0.0024098813774041227]","[0.9865554674163507,0.012013064793297595,0.0011904796526112196,0.00024098813774041226]",0.0
2.16,7.25,1311,Transit,0.0,"[2.16,7.25,1311.0]","[9.775588518369986,0.16467680704617363,0.004743130654110405,0.05499154392973095]","[0.9775588518369984,0.01646768070461736,0.0004743130654110404,0.005499154392973094]",0.0
2.19,7.49,1102,Transit,0.0,"[2.19,7.49,1102.0]","[9.775588518369986,0.16467680704617363,0.004743130654110405,0.05499154392973095]","[0.9775588518369984,0.01646768070461736,0.0004743130654110404,0.005499154392973094]",0.0
2.35,8.7,871,Transit,0.0,"[2.35,8.7,871.0]","[9.770626425300351,0.2109613269954871,0.011705104978235256,0.006707142725925661]","[0.9770626425300352,0.021096132699548707,0.0011705104978235255,0.0006707142725925661]",0.0
12.0,85.3,759,Transit,0.0,"[12.0,85.3,759.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
1.565,7.67,2038,Transit,0.0,"[1.565,7.67,2038.0]","[9.715208813088978,0.23074619525008336,0.0034273411804261944,0.050617650480511575]","[0.971520881308898,0.02307461952500834,0.0003427341180426195,0.005061765048051159]",0.0
2.49,7.4,949,Transit,0.0,"[2.49,7.4,949.0]","[9.848192039285397,0.132264728447001,0.008163192345413533,0.011380039922187342]","[0.9848192039285397,0.0132264728447001,0.0008163192345413533,0.001138003992218734]",0.0
12.42,1678.1424,388,Transit,0.0,"[12.42,1678.1424,388.0]","[9.850218051247309,0.1437396160737406,0.006042332678950426,0.0]","[0.9850218051247308,0.014373961607374062,0.0006042332678950427,0.0]",0.0
3.9,2161.244,1102,Transit,0.0,"[3.9,2161.244,1102.0]","[9.831656369078761,0.15402895301772168,0.011904796526112196,0.0024098813774041227]","[0.9831656369078761,0.015402895301772168,0.0011904796526112196,0.00024098813774041226]",0.0
3.135,25.06,1102,Transit,0.0,"[3.135,25.06,1102.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
0.979,1.3,1052,Transit,0.0,"[0.979,1.3,1052.0]","[9.784331840026708,0.20771298706587046,0.002188183807439825,0.005766989099981594]","[0.9784331840026708,0.020771298706587046,0.00021881838074398248,0.0005766989099981595]",0.0
3.49,4.1,1102,Transit,0.0,"[3.49,4.1,1102.0]","[9.875707334021335,0.10722774845703612,0.006924034972427164,0.010140882549200973]","[0.9875707334021335,0.010722774845703612,0.0006924034972427164,0.0010140882549200974]",0.0
13.675,371.85924,1890,Transit,0.0,"[13.675,371.85924,1890.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
3.013,4.32,1102,Transit,0.0,"[3.013,4.32,1102.0]","[9.823546575978224,0.1593885065001471,0.006924034972427164,0.010140882549200973]","[0.9823546575978226,0.015938850650014713,0.0006924034972427165,0.0010140882549200974]",0.0
15.132,54.34893,1102,Transit,0.0,"[15.132,54.34893,1102.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
12.3,640.0,1102,Transit,0.0,"[12.3,640.0,1102.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
13.49,324.2,478,Transit,0.0,"[13.49,324.2,478.0]","[9.863267366058528,0.12271869971226558,0.012774776856219045,0.0012391573729863693]","[0.986326736605853,0.01227186997122656,0.0012774776856219047,0.00012391573729863696]",0.0
17.026,374.71969,1102,Transit,0.0,"[17.026,374.71969,1102.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
11.153,203.41018,1259,Transit,0.0,"[11.153,203.41018,1259.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
2.206,4.44,1102,Transit,0.0,"[2.206,4.44,1102.0]","[9.657805800160851,0.3087473638108043,0.003503973281124035,0.02994286274722078]","[0.9657805800160851,0.03087473638108043,0.0003503973281124035,0.002994286274722078]",0.0
2.43,7.44,1102,Transit,0.0,"[2.43,7.44,1102.0]","[9.848192039285397,0.132264728447001,0.008163192345413533,0.011380039922187342]","[0.9848192039285397,0.0132264728447001,0.0008163192345413533,0.001138003992218734]",0.0
1.478,4.66,1133,Transit,0.0,"[1.478,4.66,1133.0]","[8.110933720152175,1.861309126742383,0.002188183807439825,0.0255689692980014]","[0.8110933720152176,0.18613091267423829,0.00021881838074398248,0.00255689692980014]",0.0
16.141,222.47988,1927,Transit,0.0,"[16.141,222.47988,1927.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
6.311,38.1396,1084,Transit,0.0,"[6.311,38.1396,1084.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
1.638,2.56,1102,Transit,0.0,"[1.638,2.56,1102.0]","[9.860998549948027,0.10818619297099571,0.002188183807439825,0.028627073273536568]","[0.9860998549948027,0.010818619297099572,0.00021881838074398248,0.0028627073273536567]",0.0
9.247,84.857,1082,Transit,0.0,"[9.247,84.857,1082.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
14.773,471.65972,1778,Transit,0.0,"[14.773,471.65972,1778.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
12.027,241.86742,1512,Transit,0.0,"[12.027,241.86742,1512.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
1.13,1.258,722,Transit,0.0,"[1.13,1.258,722.0]","[8.782662763320237,1.2173372366797617,0.0,0.0]","[0.8782662763320237,0.12173372366797616,0.0,0.0]",0.0
5.82,61.5,867,Transit,0.0,"[5.82,61.5,867.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
2.05,4.55,1371,Transit,0.0,"[2.05,4.55,1371.0]","[9.632367203669622,0.33681753924940083,0.002188183807439825,0.028627073273536568]","[0.9632367203669622,0.033681753924940085,0.00021881838074398248,0.0028627073273536567]",0.0
2.63,24.5,795,Transit,0.0,"[2.63,24.5,795.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
16.69,387.7526,1669,Transit,0.0,"[16.69,387.7526,1669.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
5.44,15.0,1102,Transit,0.0,"[5.44,15.0,1102.0]","[9.866844901574623,0.11006995352495334,0.011705104978235256,0.011380039922187342]","[0.9866844901574625,0.011006995352495337,0.0011705104978235257,0.0011380039922187343]",0.0
1.418,3.58,2130,Transit,0.0,"[1.418,3.58,2130.0]","[9.855760411455279,0.13628441563729907,0.002188183807439825,0.005766989099981594]","[0.9855760411455279,0.013628441563729906,0.00021881838074398248,0.0005766989099981595]",0.0
12.17,637.0,705,Transit,0.0,"[12.17,637.0,705.0]","[9.902431452745835,0.08092303407759067,0.014090566329903255,0.0025549468466705798]","[0.9902431452745836,0.008092303407759068,0.0014090566329903254,0.00025549468466705796]",0.0
12.11,85.81,1330,Transit,0.0,"[12.11,85.81,1330.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
7.5,15.4,1102,Transit,0.0,"[7.5,15.4,1102.0]","[9.866844901574623,0.11006995352495334,0.011705104978235256,0.011380039922187342]","[0.9866844901574625,0.011006995352495337,0.0011705104978235257,0.0011380039922187343]",0.0
17.934,441.7837,1102,Transit,0.0,"[17.934,441.7837,1102.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
10.761,136.661,1440,Transit,0.0,"[10.761,136.661,1440.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
4.941,40.4,1213,Transit,0.0,"[4.941,40.4,1213.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
17.822,248.86089,1896,Transit,0.0,"[17.822,248.86089,1896.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
2.12,8.3,751,Radial Velocity,1.0,"[2.12,8.3,751.0]","[9.182552865872598,0.782187336937844,0.004743130654110405,0.03051666653544947]","[0.9182552865872596,0.07821873369378439,0.0004743130654110404,0.0030516666535449466]",0.0
2.49,2.0,1102,Transit,0.0,"[2.49,2.0,1102.0]","[9.875707334021335,0.10722774845703612,0.006924034972427164,0.010140882549200973]","[0.9875707334021335,0.010722774845703612,0.0006924034972427164,0.0010140882549200974]",0.0
3.679,7.13,1102,Transit,0.0,"[3.679,7.13,1102.0]","[9.848192039285397,0.132264728447001,0.008163192345413533,0.011380039922187342]","[0.9848192039285397,0.0132264728447001,0.0008163192345413533,0.001138003992218734]",0.0
4.347,67.0,1102,Transit,0.0,"[4.347,67.0,1102.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
18.49,435.41,1102,Transit,0.0,"[18.49,435.41,1102.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
2.64,6.7,922,Transit,0.0,"[2.64,6.7,922.0]","[9.527651218688781,0.45747844623987904,0.008163192345413533,0.006707142725925661]","[0.9527651218688782,0.045747844623987906,0.0008163192345413533,0.0006707142725925661]",0.0
11.097,486.2799,1370,Transit,0.0,"[11.097,486.2799,1370.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
3.0,379.0,1060,Transit,0.0,"[3.0,379.0,1060.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
12.22,108.06,1300,Transit,0.0,"[12.22,108.06,1300.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
16.25,896.24,1776,Transit,0.0,"[16.25,896.24,1776.0]","[9.90278801553478,0.079762510323459,0.01503959276435671,0.0024098813774041227]","[0.990278801553478,0.0079762510323459,0.001503959276435671,0.00024098813774041226]",0.0
2.265,10.15,1077,Transit,0.0,"[2.265,10.15,1077.0]","[9.834024388754111,0.14289046634546615,0.011705104978235256,0.011380039922187342]","[0.9834024388754111,0.014289046634546615,0.0011705104978235255,0.001138003992218734]",0.0
14.818,259.66581,1102,Transit,0.0,"[14.818,259.66581,1102.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
1.47,2.8,1842,Transit,0.0,"[1.47,2.8,1842.0]","[9.826057441158248,0.14618540573630892,0.002188183807439825,0.0255689692980014]","[0.9826057441158248,0.014618540573630892,0.00021881838074398248,0.00255689692980014]",0.0
8.16,40.363,1102,Transit,0.0,"[8.16,40.363,1102.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
0.755,1.3,615,Transit,0.0,"[0.755,1.3,615.0]","[9.7477477174897,0.2522522825103005,0.0,0.0]","[0.97477477174897,0.025225228251030053,0.0,0.0]",0.0
1.468,3.03,1062,Transit,0.0,"[1.468,3.03,1062.0]","[9.784331840026708,0.20771298706587046,0.002188183807439825,0.005766989099981594]","[0.9784331840026708,0.020771298706587046,0.00021881838074398248,0.0005766989099981595]",0.0
13.092,1182.32167,1648,Transit,0.0,"[13.092,1182.32167,1648.0]","[9.865554674163507,0.12013064793297594,0.011904796526112196,0.0024098813774041227]","[0.9865554674163507,0.012013064793297595,0.0011904796526112196,0.00024098813774041226]",0.0
16.03,740.51,1657,Transit,0.0,"[16.03,740.51,1657.0]","[9.90278801553478,0.079762510323459,0.01503959276435671,0.0024098813774041227]","[0.990278801553478,0.0079762510323459,0.001503959276435671,0.00024098813774041226]",0.0
1.31,4.04,2130,Transit,0.0,"[1.31,4.04,2130.0]","[9.855760411455279,0.13628441563729907,0.002188183807439825,0.005766989099981594]","[0.9855760411455279,0.013628441563729906,0.00021881838074398248,0.0005766989099981595]",0.0
6.18,169.0,481,Transit,0.0,"[6.18,169.0,481.0]","[9.863267366058528,0.12271869971226558,0.012774776856219045,0.0012391573729863693]","[0.986326736605853,0.01227186997122656,0.0012774776856219047,0.00012391573729863696]",0.0
1.9,6.36,698,Transit,0.0,"[1.9,6.36,698.0]","[8.645499025135273,1.3251550323336956,0.0012391573729863693,0.028106785158045346]","[0.8645499025135274,0.13251550323336958,0.00012391573729863696,0.002810678515804535]",0.0
1.192,1.83705,584,Transit,0.0,"[1.192,1.83705,584.0]","[9.7477477174897,0.2522522825103005,0.0,0.0]","[0.97477477174897,0.025225228251030053,0.0,0.0]",0.0
2.079,5.738,494,Transit,0.0,"[2.079,5.738,494.0]","[9.536922591672758,0.4337314657962102,0.0012391573729863693,0.028106785158045346]","[0.953692259167276,0.043373146579621026,0.00012391573729863696,0.002810678515804535]",0.0
14.392,156.684,1458,Transit,0.0,"[14.392,156.684,1458.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
14.123,194.82979,1277,Transit,0.0,"[14.123,194.82979,1277.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
3.065,11.1,620,Radial Velocity,1.0,"[3.065,11.1,620.0]","[8.53728163445852,1.4502199724958482,0.008201131697111222,0.004297261348521537]","[0.853728163445852,0.1450219972495848,0.0008201131697111221,0.0004297261348521537]",0.0
2.0,158.9,1102,Transit,0.0,"[2.0,158.9,1102.0]","[9.795431247475198,0.147081100268196,0.01154289897235574,0.04594475328424989]","[0.9795431247475198,0.014708110026819602,0.001154289897235574,0.004594475328424989]",0.0
10.962,79.45,1070,Transit,0.0,"[10.962,79.45,1070.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
14.863,425.57437,1284,Transit,0.0,"[14.863,425.57437,1284.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
